street,state,city,post_code,safety_flag,post_code_extension,country
5780 Friars Road,CA,San Diego,92110,False,Not Available,US
18211 Bulverde Road,TX,San Antonio,78259,False,Not Available,US
17112 Harris Rd,OH,Defiance,43512,False,Not Available,US
1718 Hickory Hill Dr,MN,Eagan,55122,False,2410,US
1388 River Bank Dr,TN,Collierville,38017,False,Not Available,US
509 Hagey Place,PA,Collegeville,19426,False,Not Available,US
2443 Sierra Nevada Rd. #L2,CA,Mammoth Lakes,93546,False,Not Available,US
5640 N Danube Road,MN,Fridley,55432,False,Not Available,US
5542 Kingsport Dr,GA,Atlanta,30342,False,1042,US
2108 Nunley Dr,TN,Rockvale,37153,False,Not Available,US
1809 Swan Falls Lane,CA,Roseville,95661,False,Not Available,US
"233 Fielding St, Apt B",MI,Ferndale,48220,False,Not Available,US
1614 14th Ave S,MN,Saint Cloud,56301,False,5606,US
110 Prospect Dr,IA,Ackley,50601,False,1813,US
1404 Evaline Drive,OH,Columbus,43224,False,Not Available,US
1 Broadway,NY,Island Park,11558,False,1201,US
"301 G Street, SW #704",DC,Washington,20024,False,Not Available,US
106 2nd Ave,WY,Evanston,82930,False,2555,US
12 N Sumner St,OR,Portland,97217,False,Not Available,US
206 Apache St,AL,Winfield,35594,False,5401,US
2076 Industry Rd,OH,Atwater,44201,False,9354,US
20332 Chestnut Grove Dr,FL,Tampa,33647,False,3344,US
1820 N. FISK ST,ID,Boise,83704,False,Not Available,US
47 Ambassador Avenue,IL,Romeoville,60446,False,Not Available,US
44697 Greenbriar Dr,MI,Van Buren Twp,48111,False,5162,US
568 Havenwood Rd,GA,Blairsville,30512,True,Not Available,US
827 Emory Ct,CA,Merced,95341,False,5503,US
4346 Meadowlark Ct,IL,Gurnee,60031,False,2762,US
10903 Road 397,MS,Philadelphia,39350,False,5605,US
4083 Inniswood Pl,CA,Dublin,94568,False,Not Available,US
2534 WARNERS RD,NY,Warners,13164,False,Not Available,US
115 Heather Heights,TN,Bradyville,37026,False,Not Available,US
559 Newman Trl,MN,Stillwater,55082,False,4529,US
10353 Alexander Ave,CA,South Gate,90280,False,6732,US
412 10th Street,CA,Manhattan Beach,90266,False,Not Available,US
3400 7th st,IA,Sioux city,51105,False,Not Available,US
164 Bromley Village Dr,SC,Fort Mill,29708,False,7041,US
3 Barber Blvd,NJ,South Bound Brook,08880,True,1401,US
35 East Flower Street,CA,Chula Vista,91910,False,Not Available,US
4656 Westfield Rd,FL,Jacksonville,32210,False,Not Available,US
2780 Hidden Hills Way,CA,Corona,92882,False,Not Available,US
370 Heights Ln,GA,Clayton,30525,False,4329,US
1250 SW 11th Ave Apt A404,FL,Gainesville,32601,False,8276,US
3261 SW Avalon Way,WA,Seattle,98126,False,2887,US
25 Cook Rd,NJ,East Brunswick,8816,False,Not Available,US
2653 Joseph Ave,LA,Pineville,71360,False,6213,US
9900 Se Bell Ave,OR,Milwaukie,97222,False,Not Available,US
440 Arcaro Way,TN,Cordova,38018,False,8304,US
4048 Wonderwood Ln SE,WA,Lacey,98503,False,5549,US
1002 COOL CORNER CT,TX,RICHMOND,77406,False,Not Available,US
410 Moore Blvd,NJ,Clayton,8312,False,Not Available,US
44 Vine St,VA,Greenville,24440,True,1776,US
771 Ramirez Rd,CA,Marysville,95901,False,9444,US
12319 NW 148th Ave,FL,Alachua,32615,False,4906,US
106 Lake Emerald Drive,FL,Fort Lauderdale,33309,False,Not Available,US
141 W Portland St,AZ,Phoenix,85003,False,1466,US
895 Park Boulevard,CA,San Diego,92101,False,Not Available,US
14 Seneca Trl,NJ,Sparta,07871,False,1514,US
181 Ruffin School Road,NC,Ruffin,27326,False,Not Available,US
10027 Flora Rd,OH,Harrison,45030,False,8701,US
7690 e Starla dr,AZ,Scottsdale,85255,False,Not Available,US
511 pinewood drive,FL,oldsmar,34677,False,Not Available,US
15734 Rinaldi Street,CA,Los Angeles,91344,False,Not Available,US
34 Harmony Ln,NY,Westbury,11590,False,6546,US
219 E Tabor Rd,PA,Phila,19120,False,3024,US
210 Howell St,NY,Bellmore,11710,False,3318,US
4405 Diamond Street,CA,Capitola,95010,False,Not Available,US
1300 Avenue at Port Imper,NJ,Weehawken,7086,False,Not Available,US
1515 Harris Dr,WI,Grafton,53024,False,9019,US
77 Scriver Woods Rd,ID,Garden Valley,83622,False,5011,US
924 Cherry Laurel Ln,TX,Arlington,76012,True,4423,US
12 baxter lane,MO,chesterfield,63017,False,Not Available,US
4316 Yellowleaf Dr,TX,Fort Worth,76133,False,Not Available,US
108 Duncan St,TN,Gallatin,37066,False,3669,US
4025 Glen Laurel Drive North,GA,Valdosta,31605,False,Not Available,US
600 Hosking Avenue,CA,Bakersfield,93307,False,Not Available,US
3166 Bainbridge Avenue,NY,Bronx,10467,False,Not Available,US
6855 Lahontan Dr,TX,Fort Worth,76132,True,3039,US
107 County Road 29,AL,Prattville,36067,False,Not Available,US
2611 104th St E,WA,Tacoma,98445,False,5313,US
408 Quarry St,OH,Ashland,44805,False,3039,US
"2370 Victory Ave Dallas, TX 75219 United States",TX,Dallas,75219,False,Not Available,US
557 Coalyard Drive,NC,Garner,27529,False,Not Available,US
5205 S Meadow Lark Dr,CO,Castle Rock,80109,False,8476,US
364 Norway Dr,DE,Dover,19901,False,1940,US
2414 Northeast Confucius Way,WA,Poulsbo,98370,False,Not Available,US
1235 Rosemary Ln,VA,Danville,24541,False,4151,US
1544 Dellsway Rd,MD,Towson,21286,False,Not Available,US
5 Manor View Circle,PA,Malvern,19355,False,Not Available,US
1973 Roanoke St,CA,San Jacinto,92582,False,6918,US
3810 Southwest 59th Terrace,FL,Davie,33314,False,Not Available,US
204 Easy St,TX,Silsbee,77656,False,3104,US
2907 Maverick Street,NV,Las Vegas,89108,False,Not Available,US
9001 S Braeswood Blvd,TX,Houston,77074,False,2330,US
3142 Redding Run Rd,PA,Home,15747,False,6917,US
339 Hancock Street,ME,Bangor,4401,False,Not Available,US
1 Country Hill Rd,MA,Jefferson,01522,False,1173,US
1106 Old Mill Rd,SC,Saint Stephen,29479,False,3000,US
937 Hobby Rd,TX,Copperas Cove,76522,False,4439,US
1137 Paintbrush,TX,Mesquite,75149,False,Not Available,US
2009 29th St,TX,Lubbock,79411,False,1517,US
31 N Central Ave,PA,Jenkintown,19046,False,4213,US
565 Autry Rd,NC,Clarkton,28433,False,8607,US
252 Rooks Nest Lane,OK,Idabel,74745,False,Not Available,US
7436 Hickory Ct,MI,Cadillac,49601,False,9063,US
21 Mud Hollow Rd,VT,Concord,5824,False,Not Available,US
838 E El Caminito Dr,AZ,Phoenix,85020,False,3459,US
2321 E Omaha Ave,CA,Fresno,93720,False,0467,US
73 Pueblo Road,PA,New Britain,18901,False,Not Available,US
1935 Columbia St,OR,Eugene,97403,False,1497,US
1 Puerto Nuevo,CA,Lake Forest,92610,False,Not Available,US
204 S Lackawanna St,NY,Wayland,14572,False,1440,US
1215 N Wabash Ave,IN,Kokomo,46901,False,2603,US
132 Jules Ln,LA,Church Point,70525,False,7501,US
8444 Cortina Cir,CA,Roseville,95678,False,2938,US
955 N Tubsgate Pl,ID,Post Falls,83854,False,5764,US
10142 Cape Ann Dr,MD,Columbia,21046,False,1344,US
350 Warren Street,NJ,Jersey City,7302,False,Not Available,US
716 Brookside Rd,NJ,Rahway,07065,False,1807,US
514 Concha Dr,FL,Sebastian,32958,False,6506,US
187 Aster Ct,NJ,Whitehouse Station,08889,False,2033,US
902 43rd Ave,AL,Phenix City,36869,False,Not Available,US
800 Vista Valet,TX,San Antonio,78216,False,1739,US
2238 State Highway 7,NY,Troy,12180,False,9256,US
562 Main Street,NH,Hampstead,3841,False,Not Available,US
13102 Fallsview Ln,TX,Houston,77077,False,3674,US
14215 pecan park lane sp 49,CA,el cajon,92021,False,Not Available,US
242 Sea Island Place,SC,Green Pond,29446,False,Not Available,US
1327 Iron Glen Dr,TX,Temple,76502,False,2163,US
3908 Garland Ave,KS,Leavenworth,66048,False,5539,US
22543 August Leaf Dr,TX,Tomball,77375,False,5440,US
283 Harrison Ave,NJ,Jersey City,07304,False,1729,US
4361 County Road 4316,TX,Larue,75770,False,3164,US
6324 W Beverly Ln,AZ,Glendale,85306,False,Not Available,US
6910 W Waters Ave,FL,Tampa,33634,False,2210,US
1762b CR 642,AL,Mentone,35968,False,Not Available,US
1535 Rhett Dr,IN,Anderson,46013,False,2881,US
731 Lime Lane,FL,Crestview,32536,False,Not Available,US
1601 E Highland Ave,AZ,Phoenix,85016,False,4691,US
168 Sunrise Dr,FL,Tavernier,33070,False,2528,US
6355 Valley Brook Trce,KY,Utica,42376,False,5000,US
202 W 121st St,CA,Los Angeles,90061,False,1707,US
702 Crestview Dr,AL,Madison,35758,False,1218,US
6867 Adrienne Arbor Dr,TX,Spring,77389,False,2153,US
707 Faraway Ct,MD,Bowie,20721,False,1824,US
515 S O Leary St,AZ,Flagstaff,86001,False,5829,US
12530 Huntington Field Dr,TX,Houston,77099,False,3614,US
2119 Deerfield St,OH,Cincinnati,45206,False,2528,US
902 N Nopal st,CA,Santa Barbara,93103,False,Not Available,US
85523 Stacie ln,CA,Coachella,92236,False,Not Available,US
26927 Cherry Willow Dr,CA,Santa Clarita,91387,False,1809,US
919 Leawood Dr,IL,Joliet,60431,False,9384,US
10982 E. Secret Mine Court,AZ,Gold Canyon,85118,False,Not Available,US
1426 Oxford Meadows Dr,TX,Houston,77073,False,2120,US
1470 W 37th St,FL,Hialeah,33012,False,4737,US
1601 River Trce,GA,Auburn,30011,False,3600,US
94 Partlow Rd,GA,Royston,30662,False,7531,US
156 Elm Road,GA,Glenwood,30428,False,Not Available,US
910 Suffolk Dr,PA,Lititz,17543,False,9215,US
1755 N 48th St,WI,Milwaukee,53208,False,1712,US
908 N 6th Street,OH,Cambridge,43725,False,Not Available,US
301 E 40th St,ID,Garden City,83714,False,6372,US
5530 Chisolm Trail,IN,Indianapolis,46237,False,Not Available,US
6320 Pecan Course,FL,Ocala,34472,False,Not Available,US
15 Yale Rd,NY,East Patchogue,11772,False,4279,US
2791 W Stonybrook Dr,CA,Anaheim,92804,False,4050,US
2439 N REDONDO AVE,TX,ODESSA,79763,False,Not Available,US
26A Mishawum Rd,MA,Woburn,01801,False,2509,US
101-125 West 147th Street Apt. 3J,NY,New York,10039,False,Not Available,US
912 Lovvorn Rd,GA,Carrollton,30117,False,2635,US
1321 w emerson st,WA,Seattle,98119,False,Not Available,US
75 Bendertown Road,PA,Orangeville,17859,False,Not Available,US
7719 S 43rd Pl,AZ,Phoenix,85042,False,7330,US
607 NORTH AVE,IL,AURORA,60505,False,Not Available,US
108 W Main st,OH,Malv,44644,False,Not Available,US
401 N Magnolia Ave,CA,Farmersville,93223,False,1618,US
7601 Daffan Ln,TX,Austin,78724,False,Not Available,US
13388 55th St SE,ND,Enderlin,58027,False,9766,US
115 Burkley Place,NJ,Union,7088,False,Not Available,US
801 E Mishawaka Ave,IN,Mishawaka,46545,False,6811,US
209 York St,NJ,Jersey City,07302,False,3622,US
300 Venetian Dr,FL,Clearwater,33755,False,Not Available,US
20 Langner Ln,CT,Wilton,06897,False,2608,US
907 ellston st,CO,colorado springs,80907,True,Not Available,US
400 Valley High Road,MN,Burnsville,55337,False,Not Available,US
505 W Marion St,IL,Prospect Heights,60070,False,Not Available,US
4000 Massachusetts Ave NW Apt 1624,DC,Washington,20016,False,5138,US
3110 Woodfin Dr,TX,San Antonio,78264,False,4624,US
322 Truxton Street,NC,Kill Devil Hills,27948,False,Not Available,US
501 Grizzly Street,OR,Aumsville,97325,False,Not Available,US
5634 Timber Star,TX,San Antonio,78250,False,5923,US
51 Yorkshire Cir,VT,Brattleboro,5301,False,Not Available,US
7442 Sandy Hatch Rd,NY,Chittenango,13037,False,9518,US
359 Capen Blvd,NY,Buffalo,14226,False,Not Available,US
262 Bayview Ave,NY,Merrick,11566,False,4777,US
1343 Swan St,UT,Ogden,84401,False,1923,US
127 Eastern Avenue,MA,Gloucester,1930,False,Not Available,US
2300 Auburn Ave,OH,Cincinnati,45219,False,Not Available,US
326 Snyder Ave,NJ,Pitman,08071,False,2437,US
10144 Brussels Ln,TN,Cordova,38016,False,0573,US
7418 Village Square Dr,MI,West Bloomfield,48322,False,Not Available,US
401 Collins Road,WA,Toledo,98591,False,Not Available,US
912 Granville Drive Southwest,NC,Winston-Salem,27101,False,Not Available,US
3384 Daley Center Drive,CA,San Diego,92123,False,Not Available,US
3507 Perry Street,VA,Fairfax,22030,False,Not Available,US
544 fair meadows drive,MN,Big lake,55309,False,Not Available,US
11 Ravensridge,CA,Trabuco Canyon,92679,False,Not Available,US
10330 68th Ave Apt 2E,NY,Forest Hills,11375,False,3223,US
1770 Mission Park Ct,GA,Loganville,30052,False,7512,US
11395 Rossow Ct,LA,Denham Springs,70726,False,6965,US
705 Vassar Drive,MI,Durand,48429,False,Not Available,US
960 Francisco St,OH,Cincinnati,45206,False,2661,US
364 Kenbrook Cir,CA,San Jose,95111,False,3289,US
1927 W. Mulberry St,MD,Baltimore,21223,False,Not Available,US
204 Hope Creek Dr,SC,Irmo,29063,False,9532,US
1920 Seagull Dr,FL,Clearwater,33764,False,Not Available,US
4914 Alexander Valley Drive,NC,Charlotte,28270,False,Not Available,US
"3980 Roundabout Rd,",VA,Louisa,23093,False,Not Available,US
704 N 2nd Ave,OK,Purcell,73080,False,2626,US
25 Rensselaer Dr,NY,Commack,11725,False,Not Available,US
30 Park Pl,NY,New York,10007,True,2559,US
110 Pineway Dr,NJ,Forked River,8731,False,Not Available,US
117 Henry St,CT,New Britain,06051,False,3216,US
5405 South 19th Avenue,AZ,Phoenix,85041,False,Not Available,US
250 Pebble Creek Dr,IL,Tower Lakes,60010,False,1368,US
312 Crestmont Way,SC,Greenville,29615,False,5055,US
4617 N Dover Unit 3W,IL,Chicago,60640,False,Not Available,US
359 County Road 601,AL,Enterprise,36330,False,0501,US
14040 Woodside St,MI,Livonia,48154,False,5270,US
25 Montrose Ave,NJ,Colonia,7067,False,Not Available,US
225 Maple St,MA,Warren,01083,False,7921,US
1414 Laurel Avenue West,MN,Minneapolis,55403,False,Not Available,US
1146 Fairdale Glen,NY,Farmington,14425,False,Not Available,US
436 7th street,AK,Kotzebue,99752,False,Not Available,US
431 Spring Villas Dr,NV,Sparks,89431,False,5418,US
10065 De Soto Ave Unit 305,CA,Chatsworth,91311,False,3144,US
3 Zylar Dr,ME,Windham,04062,False,5918,US
6257 60th Ave,NY,Maspeth,11378,False,3424,US
1001 Reese Dr,TN,Franklin,37069,False,Not Available,US
104 Mill St,OH,Mount Orab,45154,False,8014,US
1611 Hinman Settler Rd,VT,Newport,05855,False,4522,US
795 Swart Hollow Rd,NY,Oneonta,13820,False,3719,US
50049 Mudge Lane,CA,Coarsegold,93614,False,Not Available,US
1442 Columbus City Rd,AL,Scottsboro,35769,False,9015,US
347 Lakeside Dr,TX,Cuero,77954,False,6409,US
2331 Bluffridge Street,TX,San Antonio,78232,False,Not Available,US
15 pine street,GA,Ringgold,30736,False,Not Available,US
106 Donash Cir,AL,Madison,35758,False,7644,US
3810 Pecan Ct,TX,Manvel,77578,False,3223,US
6563 Rosecliff Dr,FL,Orlando,32835,False,Not Available,US
5209 Gobel Dr,OH,Groveport,43125,False,9663,US
622 E Kennaston Ave,WA,Montesano,98563,False,1818,US
1512 W 3rd St.,IN,Marion,46952,False,Not Available,US
5198 W Orchard Dr,IL,Mccullom Lake,60050,False,Not Available,US
33340 Bailey Meadow Road,CA,Palomar Mountain,92060,False,Not Available,US
8925 Stewart Street,TX,Crossroads,76227,False,Not Available,US
408 Scenic Park Dr,IL,CREVE COEUR,61610,False,Not Available,US
4860 1/2 Tujunga Ave,CA,North Hollywood,91601,False,Not Available,US
66 Roselawn Dr,KY,Independence,41051,False,9287,US
113 East St,SC,Heath Springs,29058,False,8957,US
151 Jenkins Rd,AL,Opelika,36804,False,1857,US
702 Marquis Way,GA,Morrow,30260,False,4143,US
9245 Deepwater Point Rd,MD,Saint Michaels,21663,False,2305,US
8616 Whispering Trail,TX,Austin,78737,False,Not Available,US
123 Butterfly Ln,VA,Ivanhoe,24350,False,3530,US
261 Pipeline Road,SC,Aiken,29801,False,Not Available,US
48239 Prestwyck Drive,MI,Macomb,48044,False,Not Available,US
5013 Lee Drive,NC,Garner,27529,False,Not Available,US
1207 W Alice Ave,WA,Spokane,99205,False,Not Available,US
1507 Main St,IA,Emmetsburg,50536,False,1649,US
268 Surrey Hill Way,NY,Rochester,14623,False,Not Available,US
1401 MARINA COVE DR,IA,Polk City,50226,False,Not Available,US
109 Marvin Rd,SC,Eutawville,29048,False,9190,US
11631 Landsdowne Dr,TX,Houston,77035,False,2517,US
1219 Arcola Ave,MD,Silver Spring,20902,False,Not Available,US
947 Snowgoose Lane,CA,Manteca,95337,False,Not Available,US
306 N Santa Rosa Ave,CA,Modesto,95354,False,1448,US
433 Poplar St,TN,Ridgely,38080,False,1611,US
110 North Summit Drive,AR,Cabot,72023,False,Not Available,US
3215 Knight St Apt 322,LA,Shreveport,71105,False,2715,US
2304 Perkins Ln,CA,Redondo Beach,90278,False,2606,US
11 Northern Dr,IL,Decatur,62521,False,4664,US
3100 W End Cir,TN,Nashville,37203,False,1413,US
3667 Sycamore Grove Road,PA,Chambersburg,17202,False,9697,US
875 S Newhaven Dr,CA,Orange,92869,False,5443,US
14 Nightingale Road,MA,Plymouth,2360,False,Not Available,US
183 W Armour Ave,WI,Milwaukee,53207,False,5823,US
10560 Brems Ct.,IN,Osceola,46561,False,Not Available,US
57 Hampshire Dr,PA,New Oxford,17350,False,8756,US
2432 E 23rd St 2 FLAPT. 2R,NY,Brooklyn,11235,True,2511,US
1325 N. Harrison St.,CA,Stockton,95203,False,Not Available,US
9604 Fauntleroy Way SW,WA,Seattle,98136,False,2742,US
710 Bergen St,WI,Madison,53714,False,3012,US
708 South Prairie Street,IL,Jerseyville,62052,False,Not Available,US
24424 SW 115th Ct,FL,Homestead,33032,False,4630,US
18493 SW 100th St,NE,Crete,68333,False,3361,US
200 Gaillardia Way,NC,Clayton,27527,False,6704,US
1164 Dickens Dr Apt L,OH,Fairborn,45324,True,8798,US
1350 N Astor St Apt 4A,IL,Chicago,60610,False,2131,US
13985 18 mile rd,MI,Gowen,49326,False,Not Available,US
64 Doe Run Lane,PA,Pottstown,19464,False,Not Available,US
16901 Aldersyde Dr,OH,Cleveland,44120,False,2519,US
114 E Lane Ave,OH,Columbus,43201,False,1250,US
335 Wickham St,VA,South Boston,24592,False,2220,US
1701 4th ave East,ND,west fargo,58078,False,Not Available,US
3736 salem chapel drive,GA,Lithonia,30038,False,Not Available,US
144 Midland Avenue,NJ,Park Ridge,7656,True,Not Available,US
15 Denmark St,MA,Dedham,02026,False,2406,US
140 23rd Ave. S,WA,Seattle,98144,False,Not Available,US
66 NW I St,IN,Richmond,47374,False,2114,US
232 Westview Dr,OH,West Union,45693,False,9511,US
107 windchime ct,GA,Guyton,31312,False,Not Available,US
6393 E Cutter Rd,WI,South Range,54874,False,Not Available,US
23220 Cass Ave,CA,Woodland Hls,91364,False,Not Available,US
3636 W Dickens Ave,IL,Chicago,60647,False,3619,US
1433 W Main St 3g,IN,Carmel,46032,True,Not Available,US
5300 SW 5th St,FL,Coral Gables,33134,False,1120,US
2606 Armada St,VA,Herndon,20171,False,Not Available,US
919 lawton ct,FL,Fort Walton Beach,32547,True,Not Available,US
283 Bainbridge Street,NY,Brooklyn,11233,False,Not Available,US
1103 e 194th pl,IL,Glenwood,60425,False,Not Available,US
4354 Park drive,LA,Fordoche,70732,False,Not Available,US
6311 Onyx Ave,OR,Klamath Falls,97603,False,7658,US
1142 Glacier Park Ct,NV,Henderson,89052,False,Not Available,US
3527 vane ave,CA,Rosemead,91770,False,Not Available,US
4120 s hillcrest Ave,MO,Springfield,65807,False,Not Available,US
153 Mule Deer Ct,CA,Blythe,92225,False,3379,US
200 Papworth Ave,LA,Metairie,70005,False,3656,US
24 Baymens Ct,NY,Sayville,11782,False,2601,US
1807 Olympus Loop Dr,CA,Vista,92081,False,5447,US
2416 Prairie Eagle Cr W,SD,Huron,57350,False,Not Available,US
1421 Lawrence Rd,TX,River Oaks,76114,False,2223,US
24255 Pacific Coast HWY,CA,Malibu,90263,False,Not Available,US
4714 S Dawnmeadow Ct,FL,Plant City,33566,False,1213,US
4065 W Jeremy Woods Dr,UT,Park City,84098,False,4848,US
200 Hillcrest Ave,NJ,Wyckoff,07481,False,3213,US
7921 Fairway Blvd,FL,Miramar,33023,False,6417,US
8651 Stephens Church Rd,NC,Wilmington,28411,False,7982,US
1116 E Park St,FL,Panama City,32404,False,7124,US
3064 Cordele St,IN,Portage,46368,False,4562,US
2603 CR 13,KS,Ashland,67831,False,3136,US
1700 Montevina Circle # 1410,CA,Oxnard,93030,False,Not Available,US
2721 West Melrose Street,IL,Chicago,60618,False,Not Available,US
2251 Rippling Way Ct,IN,Indianapolis,46260,False,6551,US
26 Fisherdick Rd,MA,Ware,01082,False,9775,US
8808 N 46th Dr,AZ,Glendale,85302,False,5219,US
12749 Bunyan Way,TX,El Paso,79928,False,5103,US
6112 Viewpoint Dr NE,MI,Belmont,49306,False,9483,US
1332 1/2 S Cloverdale Ave,CA,Los Angeles,90019,False,Not Available,US
824 Bretallow Drive,TX,Celina,75009,False,Not Available,US
1623 Bitter Creek Drive,NC,Charlotte,28214,False,Not Available,US
16250 County Road 85B,CA,Esparto,95627,False,2158,US
151 Wheaten Way,PA,Latrobe,15650,False,9580,US
2008 Atherton Heights Lane,NC,Charlotte,28203,False,Not Available,US
99 Pine St,MA,Seekonk,02771,False,4008,US
1970 Miner St,IL,Des Plaines,60016,False,8403,US
603 California St,CT,Stratford,06614,False,4908,US
7830 W 119th Pl,CO,Broomfield,80020,False,2731,US
108 N GREENFIELD RD,AZ,Mesa,85205,False,7823,US
3 Barry Circle,PA,Shippensburg,17257,False,Not Available,US
3730 Blackjack Rd,SC,Ladson,29456,False,Not Available,US
148 Crepemyrtle Road,LA,Covington,70433,False,Not Available,US
2057 Hightower Rd,GA,Statesboro,30458,False,2484,US
1210 North Cherokee Avenue,CA,Los Angeles,90038,False,Not Available,US
1905 2nd Ave,KS,Leavenworth,66048,False,4478,US
