,inputs.city,inputs.country,inputs.post_code,inputs.post_code_extension,inputs.safety_flag,inputs.state,inputs.street,attomdata_attom_id.row_id,attomdata_attom_id.client_id,attomdata_attom_id.attom_id,attomdata_attom_id.is_hit,attomdata_attom_id.error
327,Santa Fe,US,87508,Not Available,False,NM,31 Nambe West,327,,,False,
328,Norfolk,US,23518,Not Available,False,VA,2426 Tullibee Drive,328,,35750194,True,
329,Elkin,US,28621,Not Available,False,NC,336 Benge Dr,329,,303485163,True,
330,Shreveport,US,71118,3613,False,LA,9404 Royalton Dr,330,,18060884,True,
331,Chicago,US,60610,Not Available,False,IL,347 W Chestnut St,331,,175192092,True,
332,Berkeley,US,94702,1501,False,CA,1707 Sacramento St,332,,,False,
333,Fleetwood,US,19522,1609,False,PA,410 E Locust St,333,,41132682,True,
334,Clarence,US,14031,Not Available,False,NY,4910 Kraus Road,334,,50381226,True,
335,Fayetteville,US,37334,6833,False,TN,513 Old Lincoln Rd,335,,195162189,True,
336,Albuquerque,US,87105,6780,False,NM,2607 Garner Rd SW,336,,198640332,True,
337,Friendsville,US,21531,Not Available,False,MD,633 Water Street,337,,49651315,True,
338,Milltown,US,8850,1441,False,NJ,349 N Main St,338,,48601576,True,
339,San Francisco,US,94118,Not Available,False,CA,35 Wood St,339,,474994,True,
340,Henderson,US,89044,Not Available,False,NV,3054 Villanelle Ave,340,,252875009,True,
341,Littlerock,US,93543,Not Available,False,CA,9603 East Avenue R 14,341,,,False,
342,Raleigh,US,27610,Not Available,False,NC,2514 Shepherd Valley Street,342,,177548503,True,
343,Bronx,US,10467,5812,False,NY,851 E 215th St,343,,168442304,True,
344,Danbury,US,6811,Not Available,False,CT,1 Acre Dr,344,,199471085,True,
345,Balch Springs,US,75180,Not Available,False,TX,4437 Central Lane,345,,29410728,True,
346,Sylmar,US,91342,Not Available,False,CA,13100 Norris Ave,346,,154433664,True,
347,Chicago,US,60638,3730,False,IL,5624 S Menard Ave,347,,42031277,True,
348,Weston,US,33327,1901,False,FL,1633 Salerno Cir,348,,159324250,True,
349,Englewood,US,80110,Not Available,False,CO,3100 South Cherokee Street,349,,184199911,True,
350,Zephyrhills,US,33541,2853,False,FL,6633 Laxey Ct,350,,160512068,True,
351,Bakersfield,US,93311,Not Available,True,CA,12202 Lotus Vine Street,351,,24442096,True,
352,Land o Lakes,US,34637,7566,False,FL,7328 Ambleside Dr,352,,149136935,True,
353,Plainville,US,2762,2173,False,MA,7 Taunton St,353,,197303017,True,
354,Rosemead,US,91770,3424,False,CA,7626 Marsh Ave,354,,154610226,True,
355,Brighton,US,48114,8133,False,MI,2702 Sligo Ln,355,,1656994,True,
356,Moxee,US,98936,Not Available,False,WA,107 North Chinook Street,356,,35259726,True,
357,Novato,US,94947,Not Available,False,CA,609 fairhaven Way,357,,19230400,True,
358,Gilbert,US,85234,5893,False,AZ,577 E Park Ave,358,,43898371,True,
359,Upland,US,91786,2308,False,CA,1559 N 1st Ave,359,,10867474,True,
360,Fremont,US,94555,Not Available,False,CA,5375 Shattuck Ave,360,,40103529,True,
361,Canton,US,48187,Not Available,False,MI,47995 Candace Ln,361,,42138333,True,
362,Houston,US,77047,Not Available,False,TX,14419 Brunswick Point Lane,362,,10646291,True,
363,San Diego,US,92128,Not Available,False,CA,15731 Bernardo Heights Parkway,363,,,False,
364,Richardson,US,75080,Not Available,False,TX,903 Loganwood Avenue,364,,166770927,True,
365,Bluffton,US,29910,Not Available,False,SC,23 Mayfair Dr,365,,14201331,True,
366,Washington,US,20032,Not Available,False,DC,210 Oakwood Street SE Apt. 302,366,,,False,
367,Bel Air,US,21014,Not Available,False,MD,1354 Sweetbriar Lane,367,,44960281,True,
368,Shoemakersville,US,19555,Not Available,False,PA,200 3rd Street,368,,145498129,True,
369,Milford,US,6460,Not Available,False,CT,692 Milford Point Road,369,,191630289,True,
370,Homestead,US,33033,7318,False,FL,2928 SE 2nd St,370,,,False,
371,New York,US,10025,Not Available,False,NY,17 West 108st,371,,168669195,True,
372,Tamarac,US,33321,1463,False,FL,8820 NW 78th Ct,372,,,False,
373,Rialto,US,92376,3899,False,CA,1003 N Sandalwood Ave,373,,147239601,True,
374,Rock Falls,US,61071,1861,False,IL,709 Marsha Ln,374,,218798997,True,
375,Mesquite,US,75149,Not Available,False,TX,4204 US Highway 80 E,375,,166877091,True,
376,Parker,US,85344,Not Available,False,AZ,512 W Riverside Dr,376,,,False,
377,Lincoln,US,95648,8028,False,CA,1261 Southwick Ln,377,,40420222,True,
378,Chicago,US,60625,6405,False,IL,4607 N Monticello Ave,378,,7746645,True,
379,Ponchatoula,US,70454,6719,False,LA,40131 Holland Rd,379,,212334715,True,
380,Chicago,US,60605,2090,False,IL,111 W Polk St Apt 510,380,,,False,
381,Canastota,US,13032,1423,False,NY,111 Stroud St,381,,169173742,True,
382,Natchitoches,US,71457,Not Available,False,LA,6827 Hwy 6,382,,310901354,True,
383,Berlin Center,US,44401,9785,False,OH,15262 Hoyle Rd,383,,183268320,True,
384,Woodstock,US,60098,3665,False,IL,357 Meadowsedge Dr,384,,230144611,True,
385,Cordele,US,31015,Not Available,False,GA,101 Aberdeen Circle,385,,,False,
386,Plant City,US,33563,1334,False,FL,3868 Boot Bay Rd,386,,163040771,True,
387,Frisco,US,75033,3838,False,TX,7073 Bramblebush Dr,387,,4017829,True,
388,Westford,US,1886,Not Available,False,MA,29 Meadow Lane,388,,195179146,True,
389,Tampa,US,33612,6249,False,FL,2214 E 113th Ave,389,,263895,True,
390,Saint Paul,US,55129,8349,False,MN,10762 Kingsfield Ln,390,,150524989,True,
391,New York,US,10011,2943,False,NY,473 W 21st St,391,,23497136,True,
392,Bothell,US,98021,Not Available,False,WA,24310 2nd Place West,392,,185210294,True,
393,Metairie,US,70001,1024,False,LA,2313 Transcontinental Dr,393,,,False,
394,Prospect Heights,US,60070,2118,False,IL,850 E Old Willow Rd,394,,,False,
395,Queens,US,11105,Not Available,False,NY,23-88 28th Street,395,,,False,
396,Northwood,US,43619,2020,False,OH,2504 Skagway Dr,396,,50638956,True,
397,West Bridgewater,US,2379,1218,False,MA,66 Grant St,397,,200187558,True,
398,Council Bluffs,US,51503,4912,False,IA,687 Franklin Ave,398,,202527827,True,
399,Dallas,US,75206,5919,True,TX,5847 Morningside Ave,399,,44432058,True,
400,Mount Morris,US,14510,Not Available,False,NY,107 Chapel Street,400,,3683331,True,
401,Savannah,US,31419,Not Available,False,GA,101 Saint George blvd,401,,31020873,True,
402,Bronx,US,10457,Not Available,False,NY,4439 Third Ave,402,,168602026,True,
403,Savannah,US,31405,Not Available,False,GA,20 THACKERY PL Apt. 4,403,,,False,
404,Seattle,US,98106,Not Available,False,WA,9007 18th Avenue Southwest,404,,,False,
405,Camp Hill,US,17011,Not Available,False,PA,112 S 16th st,405,,,False,
406,Las Vegas,US,89143,5452,False,NV,9025 Ochoa St,406,,4584650,True,
407,Havelock,US,28532,Not Available,False,NC,102 Parkway Lane,407,,234183292,True,
408,CHANDLER,US,85286,Not Available,False,AZ,2777 S. Arizona Ave #1005,408,,,False,
409,Gretna,US,70056,3883,True,LA,239 Friedrichs Rd,409,,189091788,True,
410,San Bernardino,US,92405,3407,False,CA,2869 N Arrowhead Ave,410,,7093799,True,
411,Pikesville,US,21208,Not Available,False,MD,203 Sherwood Ave,411,,45089160,True,
412,Newport,US,37821,7111,False,TN,1300 Golf Course Rd,412,,1757463,True,
413,vilonia,US,72173,Not Available,False,AR,19 mockingbird lane,413,,,False,
414,Carbondale,US,66414,Not Available,False,KS,227 North St,414,,,False,
415,Henryville,US,47126,8692,False,IN,416 Lake Ridge Dr,415,,249364569,True,
416,Macon,US,31211,1324,False,GA,1330 Waverland Dr,416,,141492047,True,
417,McKinney,US,75070,Not Available,False,TX,6404 Candletree Lane,417,,41293711,True,
418,Ashland,US,44805,Not Available,False,OH,1420 Peachtree Drive,418,,237080905,True,
419,Virginia Beach,US,23453,1707,False,VA,1420 Riverside Dr,419,,11935439,True,
420,Frackville,US,17931,Not Available,False,PA,6 Olivia`s Court,420,,179640380,True,
421,Shepherd,US,77371,2857,False,TX,1771 Virginia St,421,,146781507,True,
422,Saint Paul,US,55124,5605,False,MN,13734 Fordham Ave,422,,4404411,True,
423,Wichita Falls,US,76310,Not Available,False,TX,4913 Olivia Lane,423,,,False,
424,Kingston,US,18704,4545,False,PA,80 S Loveland Ave,424,,142081551,True,
425,London,US,40744,Not Available,False,KY,190 vanover Rd w,425,,296044583,True,
426,Parker,US,80134,Not Available,False,CO,10895 Touchstone Loop,426,,217520900,True,
427,Grand Forks,US,58203,2792,False,ND,530 Tulane Dr Apt 18,427,,,False,
428,Harlingen,US,78550,4118,False,TX,805 Orange Heights Dr,428,,54525698,True,
429,WILLIAMSTOWN,US,8094,Not Available,True,NJ,314 Clayton Road,429,,22030264,True,
430,Rockford,US,61107,Not Available,False,IL,1729 Old Wood Rd,430,,149711756,True,
431,Morton,US,61550,Not Available,False,IL,761 Taylor st,431,,174701165,True,
432,Clermont,US,34711,6926,False,FL,2530 Citrus Tower Blvd,432,,220999661,True,
433,McKinney,US,75072,Not Available,False,TX,10025 Waterstone Way,433,,209644642,True,
434,Buffalo,US,14216,2308,False,NY,176 Commonwealth Ave,434,,13858575,True,
435,Metairie,US,70003,1751,False,LA,3209 Roberta St,435,,200618735,True,
436,Richmond Hill,US,11418,2707,False,NY,8764 125th St,436,,148381196,True,
437,Alhambra,US,91803,4305,False,CA,2525 Las Flores St,437,,154718049,True,
438,Long Beach,US,90808,3245,False,CA,3231 Lilly Ave,438,,48995424,True,
439,Winnetka,US,91306,Not Available,False,CA,20543 Wyandotte,439,,20111697,True,
440,Beverly,US,99321,0300,False,WA,20102 Lower Crab Creek Rd SW,440,,227781823,True,
441,Pearland,US,77581,8259,False,TX,7114 Robin Meadow St,441,,166783532,True,
442,Shelocta,US,15774,7251,False,PA,180 Chestnut Flat Rd,442,,305739766,True,
443,Milwaukee,US,53209,2608,False,WI,6978 N Braeburn Ln,443,,198935222,True,
444,Smithfield,US,2917,Not Available,False,RI,18 Adams Lane,444,,203560383,True,
445,Los Angeles,US,90059,3030,False,CA,1742 E 122nd St,445,,154827259,True,
446,Culpeper,US,22701,Not Available,False,VA,15045 Jenkins Hill Lane,446,,35924408,True,
447,Torrance,US,90502,Not Available,False,CA,23416 Petroleum Ave,447,,34674641,True,
448,Ontario,US,91761,5726,False,CA,1456 E Philadelphia St,448,,53486175,True,
449,Fresh Meadows,US,11365,1935,False,NY,6127 167th St,449,,170484293,True,
450,Los Angeles,US,90027,1741,True,CA,5036 Los Feliz Blvd,450,,219276002,True,
451,Titusville,US,32780,8126,False,FL,164 Bonita St,451,,142733282,True,
452,Odessa,US,79765,Not Available,False,TX,9100 ANDREWS hwy,452,,28677112,True,
453,Apollo,US,15613,8401,False,PA,1750 Hancock Ave,453,,143040422,True,
454,San Diego,US,92110,Not Available,False,CA,5780 Friars Road,454,,,False,
455,San Antonio,US,78259,Not Available,False,TX,18211 Bulverde Road,455,,216044453,True,
456,Defiance,US,43512,Not Available,False,OH,17112 Harris Rd,456,,215384238,True,
457,Eagan,US,55122,2410,False,MN,1718 Hickory Hill Dr,457,,4914202,True,
458,Collierville,US,38017,Not Available,False,TN,1388 River Bank Dr,458,,195367371,True,
459,Collegeville,US,19426,Not Available,False,PA,509 Hagey Place,459,,,False,
460,Mammoth Lakes,US,93546,Not Available,False,CA,2443 Sierra Nevada Rd. #L2,460,,,False,
461,Fridley,US,55432,Not Available,False,MN,5640 N Danube Road,461,,193905376,True,
462,Atlanta,US,30342,1042,False,GA,5542 Kingsport Dr,462,,,False,
463,Rockvale,US,37153,Not Available,False,TN,2108 Nunley Dr,463,,150699117,True,
464,Roseville,US,95661,Not Available,False,CA,1809 Swan Falls Lane,464,,34824694,True,
465,Ferndale,US,48220,Not Available,False,MI,"233 Fielding St, Apt B",465,,,False,
466,Saint Cloud,US,56301,5606,False,MN,1614 14th Ave S,466,,142997515,True,
467,Ackley,US,50601,1813,False,IA,110 Prospect Dr,467,,294115629,True,
468,Columbus,US,43224,Not Available,False,OH,1404 Evaline Drive,468,,182975838,True,
469,Island Park,US,11558,1201,False,NY,1 Broadway,469,,326317270,True,
470,Washington,US,20024,Not Available,False,DC,"301 G Street, SW #704",470,,,False,
471,Evanston,US,82930,2555,False,WY,106 2nd Ave,471,,310724521,True,
472,Portland,US,97217,Not Available,False,OR,12 N Sumner St,472,,,False,
473,Winfield,US,35594,5401,False,AL,206 Apache St,473,,290743960,True,
474,Atwater,US,44201,9354,False,OH,2076 Industry Rd,474,,183551938,True,
475,Tampa,US,33647,3344,False,FL,20332 Chestnut Grove Dr,475,,26927375,True,
476,Boise,US,83704,Not Available,False,ID,1820 N. FISK ST,476,,49513529,True,
477,Romeoville,US,60446,Not Available,False,IL,47 Ambassador Avenue,477,,27078215,True,
478,Van Buren Twp,US,48111,5162,False,MI,44697 Greenbriar Dr,478,,14614532,True,
479,Blairsville,US,30512,Not Available,True,GA,568 Havenwood Rd,479,,237782009,True,
480,Merced,US,95341,5503,False,CA,827 Emory Ct,480,,142721444,True,
481,Gurnee,US,60031,2762,False,IL,4346 Meadowlark Ct,481,,176106782,True,
482,Philadelphia,US,39350,5605,False,MS,10903 Road 397,482,,298809899,True,
483,Dublin,US,94568,Not Available,False,CA,4083 Inniswood Pl,483,,45880046,True,
484,Warners,US,13164,Not Available,False,NY,2534 WARNERS RD,484,,168735776,True,
485,Bradyville,US,37026,Not Available,False,TN,115 Heather Heights,485,,,False,
486,Stillwater,US,55082,4529,False,MN,559 Newman Trl,486,,,False,
487,South Gate,US,90280,6732,False,CA,10353 Alexander Ave,487,,22958565,True,
488,Manhattan Beach,US,90266,Not Available,False,CA,412 10th Street,488,,154518765,True,
489,Sioux city,US,51105,Not Available,False,IA,3400 7th st,489,,199804786,True,
490,Fort Mill,US,29708,7041,False,SC,164 Bromley Village Dr,490,,,False,
491,South Bound Brook,US,8880,1401,True,NJ,3 Barber Blvd,491,,37846560,True,
492,Chula Vista,US,91910,Not Available,False,CA,35 East Flower Street,492,,,False,
493,Jacksonville,US,32210,Not Available,False,FL,4656 Westfield Rd,493,,160580697,True,
494,Corona,US,92882,Not Available,False,CA,2780 Hidden Hills Way,494,,16418749,True,
495,Clayton,US,30525,4329,False,GA,370 Heights Ln,495,,211195276,True,
496,Gainesville,US,32601,8276,False,FL,1250 SW 11th Ave Apt A404,496,,,False,
497,Seattle,US,98126,2887,False,WA,3261 SW Avalon Way,497,,143707919,True,
498,East Brunswick,US,8816,Not Available,False,NJ,25 Cook Rd,498,,190414278,True,
499,Pineville,US,71360,6213,False,LA,2653 Joseph Ave,499,,210981642,True,
500,Milwaukie,US,97222,Not Available,False,OR,9900 Se Bell Ave,500,,197545561,True,
501,Cordova,US,38018,8304,False,TN,440 Arcaro Way,501,,,False,
502,Lacey,US,98503,5549,False,WA,4048 Wonderwood Ln SE,502,,185691399,True,
503,RICHMOND,US,77406,Not Available,False,TX,1002 COOL CORNER CT,503,,253518903,True,
504,Clayton,US,8312,Not Available,False,NJ,410 Moore Blvd,504,,198782707,True,
505,Greenville,US,24440,1776,True,VA,44 Vine St,505,,237013414,True,
506,Marysville,US,95901,9444,False,CA,771 Ramirez Rd,506,,30436872,True,
507,Alachua,US,32615,4906,False,FL,12319 NW 148th Ave,507,,16652667,True,
508,Fort Lauderdale,US,33309,Not Available,False,FL,106 Lake Emerald Drive,508,,,False,
509,Phoenix,US,85003,1466,False,AZ,141 W Portland St,509,,,False,
510,San Diego,US,92101,Not Available,False,CA,895 Park Boulevard,510,,241134577,True,
511,Sparta,US,7871,1514,False,NJ,14 Seneca Trl,511,,,False,
512,Ruffin,US,27326,Not Available,False,NC,181 Ruffin School Road,512,,176660617,True,
513,Harrison,US,45030,8701,False,OH,10027 Flora Rd,513,,,False,
514,Scottsdale,US,85255,Not Available,False,AZ,7690 e Starla dr,514,,48917484,True,
515,oldsmar,US,34677,Not Available,False,FL,511 pinewood drive,515,,161720313,True,
516,Los Angeles,US,91344,Not Available,False,CA,15734 Rinaldi Street,516,,141108490,True,
517,Westbury,US,11590,6546,False,NY,34 Harmony Ln,517,,45602966,True,
518,Phila,US,19120,3024,False,PA,219 E Tabor Rd,518,,178185389,True,
519,Bellmore,US,11710,3318,False,NY,210 Howell St,519,,4787206,True,
520,Capitola,US,95010,Not Available,False,CA,4405 Diamond Street,520,,,False,
521,Weehawken,US,7086,Not Available,False,NJ,1300 Avenue at Port Imper,521,,228675588,True,
522,Grafton,US,53024,9019,False,WI,1515 Harris Dr,522,,,False,
523,Garden Valley,US,83622,5011,False,ID,77 Scriver Woods Rd,523,,189605762,True,
524,Arlington,US,76012,4423,True,TX,924 Cherry Laurel Ln,524,,166119817,True,
525,chesterfield,US,63017,Not Available,False,MO,12 baxter lane,525,,32319708,True,
526,Fort Worth,US,76133,Not Available,False,TX,4316 Yellowleaf Dr,526,,167213719,True,
527,Gallatin,US,37066,3669,False,TN,108 Duncan St,527,,194617300,True,
528,Valdosta,US,31605,Not Available,False,GA,4025 Glen Laurel Drive North,528,,249004275,True,
529,Bakersfield,US,93307,Not Available,False,CA,600 Hosking Avenue,529,,19145978,True,
530,Bronx,US,10467,Not Available,False,NY,3166 Bainbridge Avenue,530,,,False,
531,Fort Worth,US,76132,3039,True,TX,6855 Lahontan Dr,531,,35728425,True,
532,Prattville,US,36067,Not Available,False,AL,107 County Road 29,532,,145127016,True,
533,Tacoma,US,98445,5313,False,WA,2611 104th St E,533,,216928834,True,
534,Ashland,US,44805,3039,False,OH,408 Quarry St,534,,237083938,True,
535,Dallas,US,75219,Not Available,False,TX,"2370 Victory Ave Dallas, TX 75219 United States",535,,205735424,True,
536,Garner,US,27529,Not Available,False,NC,557 Coalyard Drive,536,,177553612,True,
537,Castle Rock,US,80109,8476,False,CO,5205 S Meadow Lark Dr,537,,34888467,True,
538,Dover,US,19901,1940,False,DE,364 Norway Dr,538,,244395746,True,
539,Poulsbo,US,98370,Not Available,False,WA,2414 Northeast Confucius Way,539,,325623740,True,
540,Danville,US,24541,4151,False,VA,1235 Rosemary Ln,540,,215838628,True,
541,Towson,US,21286,Not Available,False,MD,1544 Dellsway Rd,541,,45107718,True,
542,Malvern,US,19355,Not Available,False,PA,5 Manor View Circle,542,,,False,
543,San Jacinto,US,92582,6918,False,CA,1973 Roanoke St,543,,54620735,True,
544,Davie,US,33314,Not Available,False,FL,3810 Southwest 59th Terrace,544,,,False,
545,Silsbee,US,77656,3104,False,TX,204 Easy St,545,,28886754,True,
546,Las Vegas,US,89108,Not Available,False,NV,2907 Maverick Street,546,,29944069,True,
547,Houston,US,77074,2330,False,TX,9001 S Braeswood Blvd,547,,,False,
548,Home,US,15747,6917,False,PA,3142 Redding Run Rd,548,,305766592,True,
549,Bangor,US,4401,Not Available,False,ME,339 Hancock Street,549,,142915068,True,
550,Jefferson,US,1522,1173,False,MA,1 Country Hill Rd,550,,200225355,True,
551,Saint Stephen,US,29479,3000,False,SC,1106 Old Mill Rd,551,,33193790,True,
552,Copperas Cove,US,76522,4439,False,TX,937 Hobby Rd,552,,,False,
553,Mesquite,US,75149,Not Available,False,TX,1137 Paintbrush,553,,147701219,True,
554,Lubbock,US,79411,1517,False,TX,2009 29th St,554,,25098990,True,
555,Jenkintown,US,19046,4213,False,PA,31 N Central Ave,555,,178735290,True,
556,Clarkton,US,28433,8607,False,NC,565 Autry Rd,556,,,False,
557,Idabel,US,74745,Not Available,False,OK,252 Rooks Nest Lane,557,,317104390,True,
558,Cadillac,US,49601,9063,False,MI,7436 Hickory Ct,558,,290134712,True,
559,Concord,US,5824,Not Available,False,VT,21 Mud Hollow Rd,559,,206726998,True,
560,Phoenix,US,85020,3459,False,AZ,838 E El Caminito Dr,560,,54131118,True,
561,Fresno,US,93720,0467,False,CA,2321 E Omaha Ave,561,,16020361,True,
562,New Britain,US,18901,Not Available,False,PA,73 Pueblo Road,562,,47254911,True,
563,Eugene,US,97403,1497,False,OR,1935 Columbia St,563,,189078146,True,
564,Lake Forest,US,92610,Not Available,False,CA,1 Puerto Nuevo,564,,51683305,True,
565,Wayland,US,14572,1440,False,NY,204 S Lackawanna St,565,,302871493,True,
566,Kokomo,US,46901,2603,False,IN,1215 N Wabash Ave,566,,42277817,True,
567,Church Point,US,70525,7501,False,LA,132 Jules Ln,567,,218375640,True,
568,Roseville,US,95678,2938,False,CA,8444 Cortina Cir,568,,,False,
569,Post Falls,US,83854,5764,False,ID,955 N Tubsgate Pl,569,,,False,
570,Columbia,US,21046,1344,False,MD,10142 Cape Ann Dr,570,,11041648,True,
571,Jersey City,US,7302,Not Available,False,NJ,350 Warren Street,571,,,False,
572,Rahway,US,7065,1807,False,NJ,716 Brookside Rd,572,,67473,True,
573,Sebastian,US,32958,6506,False,FL,514 Concha Dr,573,,40030209,True,
574,Whitehouse Station,US,8889,2033,False,NJ,187 Aster Ct,574,,25809321,True,
575,Phenix City,US,36869,Not Available,False,AL,902 43rd Ave,575,,233007934,True,
576,San Antonio,US,78216,1739,False,TX,800 Vista Valet,576,,165024901,True,
577,Troy,US,12180,9256,False,NY,2238 State Highway 7,577,,170605194,True,
578,Hampstead,US,3841,Not Available,False,NH,562 Main Street,578,,16933035,True,
